ID	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	SGB_id
MAG00500	191_1	0.05	average	ANImf	191	SGB191
MAG00501	438_1	0.05	average	ANImf	438	SGB438
MAG00502	567_1	0.05	average	ANImf	567	SGB567
MAG00503	239_1	0.05	average	ANImf	239	SGB239
MAG00504	689_1	0.05	average	ANImf	689	SGB689
MAG00505	241_1	0.05	average	ANImf	241	SGB241
MAG00506	326_1	0.05	average	ANImf	326	SGB326
MAG00507	702_1	0.05	average	ANImf	702	SGB702
MAG00508	592_7	0.05	average	ANImf	592	SGB592
MAG00509	307_1	0.05	average	ANImf	307	SGB307
MAG00510	665_1	0.05	average	ANImf	665	SGB665
MAG00511	40_1	0.05	average	ANImf	40	SGB40
MAG00512	237_1	0.05	average	ANImf	237	SGB237
MAG00513	63_1	0.05	average	ANImf	63	SGB63
MAG00514	251_1	0.05	average	ANImf	251	SGB251
MAG00515	527_1	0.05	average	ANImf	527	SGB527
MAG00516	262_1	0.05	average	ANImf	262	SGB262
MAG00517	37_1	0.05	average	ANImf	37	SGB37
MAG00518	516_1	0.05	average	ANImf	516	SGB516
MAG00519	326_1	0.05	average	ANImf	326	SGB326
MAG00520	731_1	0.05	average	ANImf	731	SGB731
MAG00521	665_1	0.05	average	ANImf	665	SGB665
MAG00522	431_1	0.05	average	ANImf	431	SGB431
MAG00523	516_1	0.05	average	ANImf	516	SGB516
MAG00524	689_1	0.05	average	ANImf	689	SGB689
MAG00525	187_1	0.05	average	ANImf	187	SGB187
MAG00526	402_1	0.05	average	ANImf	402	SGB402
MAG00527	192_1	0.05	average	ANImf	192	SGB192
MAG00528	592_7	0.05	average	ANImf	592	SGB592
MAG00529	191_1	0.05	average	ANImf	191	SGB191
MAG00530	478_2	0.05	average	ANImf	478	SGB478
MAG00531	334_2	0.05	average	ANImf	334	SGB334
MAG00532	438_1	0.05	average	ANImf	438	SGB438
MAG00533	178_1	0.05	average	ANImf	178	SGB178
MAG00534	37_1	0.05	average	ANImf	37	SGB37
MAG00535	608_1	0.05	average	ANImf	608	SGB608
MAG00536	739_3	0.05	average	ANImf	739	SGB739
MAG00537	216_1	0.05	average	ANImf	216	SGB216
MAG00538	20_3	0.05	average	ANImf	20	SGB20
MAG00539	442_1	0.05	average	ANImf	442	SGB442
MAG00540	251_1	0.05	average	ANImf	251	SGB251
MAG00541	707_2	0.05	average	ANImf	707	SGB707
MAG00542	140_1	0.05	average	ANImf	140	SGB140
MAG00543	40_1	0.05	average	ANImf	40	SGB40
MAG00544	239_1	0.05	average	ANImf	239	SGB239
MAG00545	701_1	0.05	average	ANImf	701	SGB701
MAG00546	14_1	0.05	average	ANImf	14	SGB14
MAG00547	748_1	0.05	average	ANImf	748	SGB748
MAG00548	405_1	0.05	average	ANImf	405	SGB405
MAG00549	30_1	0.05	average	ANImf	30	SGB30
MAG00550	689_1	0.05	average	ANImf	689	SGB689
MAG00551	251_1	0.05	average	ANImf	251	SGB251
MAG00552	116_1	0.05	average	ANImf	116	SGB116
MAG00553	247_1	0.05	average	ANImf	247	SGB247
MAG00554	300_1	0.05	average	ANImf	300	SGB300
MAG00555	308_1	0.05	average	ANImf	308	SGB308
MAG00556	441_1	0.05	average	ANImf	441	SGB441
MAG00557	772_1	0.05	average	ANImf	772	SGB772
MAG00558	402_1	0.05	average	ANImf	402	SGB402
MAG00559	670_1	0.05	average	ANImf	670	SGB670
MAG00560	37_1	0.05	average	ANImf	37	SGB37
MAG00561	307_1	0.05	average	ANImf	307	SGB307
MAG00562	702_1	0.05	average	ANImf	702	SGB702
MAG00563	453_1	0.05	average	ANImf	453	SGB453
MAG00564	727_1	0.05	average	ANImf	727	SGB727
MAG00565	703_1	0.05	average	ANImf	703	SGB703
MAG00566	576_1	0.05	average	ANImf	576	SGB576
MAG00567	713_1	0.05	average	ANImf	713	SGB713
MAG00568	50_1	0.05	average	ANImf	50	SGB50
MAG00569	216_1	0.05	average	ANImf	216	SGB216
MAG00570	605_1	0.05	average	ANImf	605	SGB605
MAG00571	197_1	0.05	average	ANImf	197	SGB197
MAG00572	140_1	0.05	average	ANImf	140	SGB140
MAG00573	641_1	0.05	average	ANImf	641	SGB641
MAG00574	516_1	0.05	average	ANImf	516	SGB516
MAG00575	225_1	0.05	average	ANImf	225	SGB225
MAG00576	679_2	0.05	average	ANImf	679	SGB679
MAG00577	602_1	0.05	average	ANImf	602	SGB602
MAG00578	667_1	0.05	average	ANImf	667	SGB667
MAG00579	761_1	0.05	average	ANImf	761	SGB761
MAG00580	262_2	0.05	average	ANImf	262	SGB262
MAG00581	259_1	0.05	average	ANImf	259	SGB259
MAG00582	576_1	0.05	average	ANImf	576	SGB576
MAG00583	464_2	0.05	average	ANImf	464	SGB464
MAG00584	116_1	0.05	average	ANImf	116	SGB116
MAG00585	657_1	0.05	average	ANImf	657	SGB657
MAG00586	37_1	0.05	average	ANImf	37	SGB37
MAG00587	689_1	0.05	average	ANImf	689	SGB689
MAG00588	387_1	0.05	average	ANImf	387	SGB387
MAG00589	605_1	0.05	average	ANImf	605	SGB605
MAG00590	331_2	0.05	average	ANImf	331	SGB331
MAG00591	402_1	0.05	average	ANImf	402	SGB402
MAG00592	225_1	0.05	average	ANImf	225	SGB225
MAG00593	220_3	0.05	average	ANImf	220	SGB220
MAG00594	292_0	0.05	average	ANImf	292	SGB292
MAG00595	158_0	0.05	average	ANImf	158	SGB158
MAG00596	216_1	0.05	average	ANImf	216	SGB216
MAG00597	406_1	0.05	average	ANImf	406	SGB406
MAG00598	761_1	0.05	average	ANImf	761	SGB761
MAG00599	52_1	0.05	average	ANImf	52	SGB52
MAG00600	679_2	0.05	average	ANImf	679	SGB679
MAG00601	290_1	0.05	average	ANImf	290	SGB290
MAG00602	165_1	0.05	average	ANImf	165	SGB165
MAG00603	405_1	0.05	average	ANImf	405	SGB405
MAG00604	687_1	0.05	average	ANImf	687	SGB687
MAG00605	197_1	0.05	average	ANImf	197	SGB197
MAG00606	713_1	0.05	average	ANImf	713	SGB713
MAG00607	237_1	0.05	average	ANImf	237	SGB237
MAG00608	758_1	0.05	average	ANImf	758	SGB758
MAG00609	516_1	0.05	average	ANImf	516	SGB516
MAG00610	748_1	0.05	average	ANImf	748	SGB748
MAG00611	251_1	0.05	average	ANImf	251	SGB251
MAG00612	703_1	0.05	average	ANImf	703	SGB703
MAG00613	753_1	0.05	average	ANImf	753	SGB753
MAG00614	438_1	0.05	average	ANImf	438	SGB438
MAG00615	453_1	0.05	average	ANImf	453	SGB453
MAG00616	772_1	0.05	average	ANImf	772	SGB772
MAG00617	40_1	0.05	average	ANImf	40	SGB40
MAG00618	389_1	0.05	average	ANImf	389	SGB389
MAG00619	670_1	0.05	average	ANImf	670	SGB670
MAG00620	219_1	0.05	average	ANImf	219	SGB219
MAG00621	402_1	0.05	average	ANImf	402	SGB402
MAG00622	15_2	0.05	average	ANImf	15	SGB15
MAG00623	679_2	0.05	average	ANImf	679	SGB679
MAG00624	442_1	0.05	average	ANImf	442	SGB442
MAG00625	406_1	0.05	average	ANImf	406	SGB406
MAG00626	576_1	0.05	average	ANImf	576	SGB576
MAG00627	404_1	0.05	average	ANImf	404	SGB404
MAG00628	605_1	0.05	average	ANImf	605	SGB605
MAG00629	761_1	0.05	average	ANImf	761	SGB761
MAG00630	37_1	0.05	average	ANImf	37	SGB37
MAG00631	414_1	0.05	average	ANImf	414	SGB414
MAG00632	516_1	0.05	average	ANImf	516	SGB516
MAG00633	405_1	0.05	average	ANImf	405	SGB405
MAG00634	40_1	0.05	average	ANImf	40	SGB40
MAG00635	440_1	0.05	average	ANImf	440	SGB440
MAG00636	812_1	0.05	average	ANImf	812	SGB812
MAG00637	772_1	0.05	average	ANImf	772	SGB772
MAG00638	703_1	0.05	average	ANImf	703	SGB703
MAG00639	52_1	0.05	average	ANImf	52	SGB52
MAG00640	407_1	0.05	average	ANImf	407	SGB407
MAG00641	116_1	0.05	average	ANImf	116	SGB116
MAG00642	689_1	0.05	average	ANImf	689	SGB689
MAG00643	140_2	0.05	average	ANImf	140	SGB140
MAG00644	701_1	0.05	average	ANImf	701	SGB701
MAG00645	423_1	0.05	average	ANImf	423	SGB423
MAG00646	424_1	0.05	average	ANImf	424	SGB424
MAG00647	460_1	0.05	average	ANImf	460	SGB460
MAG00648	197_1	0.05	average	ANImf	197	SGB197
MAG00649	464_2	0.05	average	ANImf	464	SGB464
MAG00650	713_1	0.05	average	ANImf	713	SGB713
MAG00651	247_1	0.05	average	ANImf	247	SGB247
MAG00652	687_1	0.05	average	ANImf	687	SGB687
MAG00653	387_1	0.05	average	ANImf	387	SGB387
MAG00654	453_1	0.05	average	ANImf	453	SGB453
MAG00655	251_1	0.05	average	ANImf	251	SGB251
MAG00656	56_1	0.05	average	ANImf	56	SGB56
MAG00657	213_1	0.05	average	ANImf	213	SGB213
MAG00658	479_2	0.05	average	ANImf	479	SGB479
MAG00659	516_1	0.05	average	ANImf	516	SGB516
MAG00660	711_1	0.05	average	ANImf	711	SGB711
MAG00661	440_1	0.05	average	ANImf	440	SGB440
MAG00662	90_1	0.05	average	ANImf	90	SGB90
MAG00663	202_1	0.05	average	ANImf	202	SGB202
MAG00664	712_1	0.05	average	ANImf	712	SGB712
MAG00665	42_1	0.05	average	ANImf	42	SGB42
MAG00666	700_2	0.05	average	ANImf	700	SGB700
MAG00667	87_1	0.05	average	ANImf	87	SGB87
MAG00668	567_1	0.05	average	ANImf	567	SGB567
MAG00669	402_1	0.05	average	ANImf	402	SGB402
MAG00670	178_1	0.05	average	ANImf	178	SGB178
MAG00671	192_1	0.05	average	ANImf	192	SGB192
MAG00672	324_1	0.05	average	ANImf	324	SGB324
MAG00673	274_1	0.05	average	ANImf	274	SGB274
MAG00674	438_1	0.05	average	ANImf	438	SGB438
MAG00675	91_1	0.05	average	ANImf	91	SGB91
MAG00676	437_1	0.05	average	ANImf	437	SGB437
MAG00677	216_1	0.05	average	ANImf	216	SGB216
MAG00678	49_2	0.05	average	ANImf	49	SGB49
MAG00679	609_3	0.05	average	ANImf	609	SGB609
MAG00680	36_1	0.05	average	ANImf	36	SGB36
MAG00681	442_1	0.05	average	ANImf	442	SGB442
MAG00682	239_1	0.05	average	ANImf	239	SGB239
MAG00683	452_1	0.05	average	ANImf	452	SGB452
MAG00684	453_1	0.05	average	ANImf	453	SGB453
MAG00685	405_1	0.05	average	ANImf	405	SGB405
MAG00686	37_2	0.05	average	ANImf	37	SGB37
MAG00687	251_1	0.05	average	ANImf	251	SGB251
MAG00688	597_1	0.05	average	ANImf	597	SGB597
MAG00689	83_1	0.05	average	ANImf	83	SGB83
MAG00690	140_2	0.05	average	ANImf	140	SGB140
MAG00691	713_1	0.05	average	ANImf	713	SGB713
MAG00692	354_1	0.05	average	ANImf	354	SGB354
MAG00693	854_1	0.05	average	ANImf	854	SGB854
MAG00694	540_0	0.05	average	ANImf	540	SGB540
MAG00695	592_2	0.05	average	ANImf	592	SGB592
MAG00696	711_1	0.05	average	ANImf	711	SGB711
MAG00697	428_1	0.05	average	ANImf	428	SGB428
MAG00698	344_0	0.05	average	ANImf	344	SGB344
MAG00699	52_1	0.05	average	ANImf	52	SGB52
MAG00700	484_1	0.05	average	ANImf	484	SGB484
MAG00701	843_1	0.05	average	ANImf	843	SGB843
MAG00702	70_1	0.05	average	ANImf	70	SGB70
MAG00703	611_2	0.05	average	ANImf	611	SGB611
MAG00704	778_1	0.05	average	ANImf	778	SGB778
MAG00705	630_1	0.05	average	ANImf	630	SGB630
MAG00706	52_1	0.05	average	ANImf	52	SGB52
MAG00707	37_1	0.05	average	ANImf	37	SGB37
MAG00708	19_1	0.05	average	ANImf	19	SGB19
MAG00709	14_1	0.05	average	ANImf	14	SGB14
MAG00710	844_1	0.05	average	ANImf	844	SGB844
MAG00711	133_1	0.05	average	ANImf	133	SGB133
MAG00712	21_1	0.05	average	ANImf	21	SGB21
MAG00713	14_1	0.05	average	ANImf	14	SGB14
MAG00714	165_1	0.05	average	ANImf	165	SGB165
MAG00715	52_1	0.05	average	ANImf	52	SGB52
MAG00716	778_1	0.05	average	ANImf	778	SGB778
MAG00717	70_1	0.05	average	ANImf	70	SGB70
MAG00718	428_1	0.05	average	ANImf	428	SGB428
MAG00719	844_1	0.05	average	ANImf	844	SGB844
MAG00720	438_1	0.05	average	ANImf	438	SGB438
MAG00721	247_1	0.05	average	ANImf	247	SGB247
MAG00722	71_1	0.05	average	ANImf	71	SGB71
MAG00723	133_1	0.05	average	ANImf	133	SGB133
MAG00724	420_0	0.05	average	ANImf	420	SGB420
MAG00725	275_0	0.05	average	ANImf	275	SGB275
MAG00726	844_1	0.05	average	ANImf	844	SGB844
MAG00727	149_1	0.05	average	ANImf	149	SGB149
MAG00728	191_1	0.05	average	ANImf	191	SGB191
MAG00729	390_0	0.05	average	ANImf	390	SGB390
MAG00730	192_1	0.05	average	ANImf	192	SGB192
MAG00731	307_1	0.05	average	ANImf	307	SGB307
MAG00732	518_1	0.05	average	ANImf	518	SGB518
MAG00733	316_2	0.05	average	ANImf	316	SGB316
MAG00734	767_1	0.05	average	ANImf	767	SGB767
MAG00735	497_1	0.05	average	ANImf	497	SGB497
MAG00736	699_1	0.05	average	ANImf	699	SGB699
MAG00737	78_1	0.05	average	ANImf	78	SGB78
MAG00738	715_1	0.05	average	ANImf	715	SGB715
MAG00739	511_2	0.05	average	ANImf	511	SGB511
MAG00740	326_1	0.05	average	ANImf	326	SGB326
MAG00741	770_1	0.05	average	ANImf	770	SGB770
MAG00742	39_1	0.05	average	ANImf	39	SGB39
MAG00743	199_1	0.05	average	ANImf	199	SGB199
MAG00744	474_1	0.05	average	ANImf	474	SGB474
MAG00745	503_1	0.05	average	ANImf	503	SGB503
MAG00746	604_1	0.05	average	ANImf	604	SGB604
MAG00747	40_1	0.05	average	ANImf	40	SGB40
MAG00748	239_1	0.05	average	ANImf	239	SGB239
MAG00749	671_1	0.05	average	ANImf	671	SGB671
MAG00750	452_1	0.05	average	ANImf	452	SGB452
MAG00751	672_1	0.05	average	ANImf	672	SGB672
MAG00752	666_1	0.05	average	ANImf	666	SGB666
MAG00753	438_1	0.05	average	ANImf	438	SGB438
MAG00754	772_1	0.05	average	ANImf	772	SGB772
MAG00755	14_1	0.05	average	ANImf	14	SGB14
MAG00756	731_1	0.05	average	ANImf	731	SGB731
MAG00757	49_1	0.05	average	ANImf	49	SGB49
MAG00758	732_1	0.05	average	ANImf	732	SGB732
MAG00759	237_1	0.05	average	ANImf	237	SGB237
MAG00760	305_1	0.05	average	ANImf	305	SGB305
MAG00761	689_1	0.05	average	ANImf	689	SGB689
MAG00762	45_1	0.05	average	ANImf	45	SGB45
MAG00763	592_9	0.05	average	ANImf	592	SGB592
MAG00764	402_1	0.05	average	ANImf	402	SGB402
MAG00765	110_2	0.05	average	ANImf	110	SGB110
MAG00766	218_1	0.05	average	ANImf	218	SGB218
MAG00767	195_1	0.05	average	ANImf	195	SGB195
MAG00768	47_0	0.05	average	ANImf	47	SGB47
MAG00769	765_1	0.05	average	ANImf	765	SGB765
MAG00770	36_1	0.05	average	ANImf	36	SGB36
MAG00771	50_1	0.05	average	ANImf	50	SGB50
MAG00772	712_1	0.05	average	ANImf	712	SGB712
MAG00773	251_1	0.05	average	ANImf	251	SGB251
MAG00774	178_1	0.05	average	ANImf	178	SGB178
MAG00775	723_1	0.05	average	ANImf	723	SGB723
MAG00776	671_1	0.05	average	ANImf	671	SGB671
MAG00777	218_1	0.05	average	ANImf	218	SGB218
MAG00778	42_2	0.05	average	ANImf	42	SGB42
MAG00779	844_1	0.05	average	ANImf	844	SGB844
MAG00780	452_1	0.05	average	ANImf	452	SGB452
MAG00781	101_0	0.05	average	ANImf	101	SGB101
MAG00782	195_1	0.05	average	ANImf	195	SGB195
MAG00783	843_3	0.05	average	ANImf	843	SGB843
MAG00784	402_1	0.05	average	ANImf	402	SGB402
MAG00785	191_1	0.05	average	ANImf	191	SGB191
MAG00786	305_1	0.05	average	ANImf	305	SGB305
MAG00787	625_1	0.05	average	ANImf	625	SGB625
MAG00788	121_3	0.05	average	ANImf	121	SGB121
MAG00789	199_1	0.05	average	ANImf	199	SGB199
MAG00790	225_1	0.05	average	ANImf	225	SGB225
MAG00791	812_4	0.05	average	ANImf	812	SGB812
MAG00792	711_1	0.05	average	ANImf	711	SGB711
MAG00793	40_1	0.05	average	ANImf	40	SGB40
MAG00794	239_1	0.05	average	ANImf	239	SGB239
MAG00795	110_2	0.05	average	ANImf	110	SGB110
MAG00796	701_1	0.05	average	ANImf	701	SGB701
MAG00797	216_1	0.05	average	ANImf	216	SGB216
MAG00798	835_3	0.05	average	ANImf	835	SGB835
MAG00799	666_1	0.05	average	ANImf	666	SGB666
MAG00800	544_2	0.05	average	ANImf	544	SGB544
MAG00801	570_1	0.05	average	ANImf	570	SGB570
MAG00802	608_1	0.05	average	ANImf	608	SGB608
MAG00803	49_1	0.05	average	ANImf	49	SGB49
MAG00804	605_1	0.05	average	ANImf	605	SGB605
MAG00805	237_1	0.05	average	ANImf	237	SGB237
MAG00806	36_1	0.05	average	ANImf	36	SGB36
MAG00807	274_1	0.05	average	ANImf	274	SGB274
MAG00808	140_1	0.05	average	ANImf	140	SGB140
MAG00809	592_9	0.05	average	ANImf	592	SGB592
MAG00810	247_1	0.05	average	ANImf	247	SGB247
MAG00811	707_2	0.05	average	ANImf	707	SGB707
MAG00812	216_1	0.05	average	ANImf	216	SGB216
MAG00813	428_1	0.05	average	ANImf	428	SGB428
MAG00814	438_1	0.05	average	ANImf	438	SGB438
MAG00815	799_1	0.05	average	ANImf	799	SGB799
MAG00816	200_1	0.05	average	ANImf	200	SGB200
MAG00817	202_1	0.05	average	ANImf	202	SGB202
MAG00818	712_1	0.05	average	ANImf	712	SGB712
MAG00819	247_1	0.05	average	ANImf	247	SGB247
MAG00820	307_1	0.05	average	ANImf	307	SGB307
MAG00821	196_1	0.05	average	ANImf	196	SGB196
MAG00822	239_1	0.05	average	ANImf	239	SGB239
MAG00823	605_1	0.05	average	ANImf	605	SGB605
MAG00824	36_1	0.05	average	ANImf	36	SGB36
MAG00825	438_1	0.05	average	ANImf	438	SGB438
MAG00826	305_1	0.05	average	ANImf	305	SGB305
MAG00827	426_2	0.05	average	ANImf	426	SGB426
MAG00828	262_2	0.05	average	ANImf	262	SGB262
MAG00829	225_1	0.05	average	ANImf	225	SGB225
MAG00830	116_1	0.05	average	ANImf	116	SGB116
MAG00831	675_1	0.05	average	ANImf	675	SGB675
MAG00832	428_1	0.05	average	ANImf	428	SGB428
MAG00833	220_2	0.05	average	ANImf	220	SGB220
MAG00834	256_1	0.05	average	ANImf	256	SGB256
MAG00835	220_3	0.05	average	ANImf	220	SGB220
MAG00836	262_2	0.05	average	ANImf	262	SGB262
MAG00837	213_1	0.05	average	ANImf	213	SGB213
MAG00838	260_1	0.05	average	ANImf	260	SGB260
MAG00839	196_1	0.05	average	ANImf	196	SGB196
MAG00840	426_2	0.05	average	ANImf	426	SGB426
MAG00841	247_1	0.05	average	ANImf	247	SGB247
MAG00842	116_1	0.05	average	ANImf	116	SGB116
MAG00843	305_1	0.05	average	ANImf	305	SGB305
MAG00844	307_1	0.05	average	ANImf	307	SGB307
MAG00845	712_1	0.05	average	ANImf	712	SGB712
MAG00846	239_1	0.05	average	ANImf	239	SGB239
MAG00847	225_1	0.05	average	ANImf	225	SGB225
MAG00848	202_1	0.05	average	ANImf	202	SGB202
MAG00849	36_1	0.05	average	ANImf	36	SGB36
MAG00850	438_1	0.05	average	ANImf	438	SGB438
MAG00851	605_1	0.05	average	ANImf	605	SGB605
MAG00852	110_2	0.05	average	ANImf	110	SGB110
MAG00853	200_1	0.05	average	ANImf	200	SGB200
MAG00854	675_1	0.05	average	ANImf	675	SGB675
MAG00855	235_1	0.05	average	ANImf	235	SGB235
MAG00856	196_1	0.05	average	ANImf	196	SGB196
MAG00857	247_1	0.05	average	ANImf	247	SGB247
MAG00858	307_1	0.05	average	ANImf	307	SGB307
MAG00859	573_1	0.05	average	ANImf	573	SGB573
MAG00860	36_1	0.05	average	ANImf	36	SGB36
MAG00861	242_1	0.05	average	ANImf	242	SGB242
MAG00862	302_1	0.05	average	ANImf	302	SGB302
MAG00863	305_1	0.05	average	ANImf	305	SGB305
MAG00864	617_0	0.05	average	ANImf	617	SGB617
MAG00865	116_1	0.05	average	ANImf	116	SGB116
MAG00866	37_1	0.05	average	ANImf	37	SGB37
MAG00867	200_1	0.05	average	ANImf	200	SGB200
MAG00868	712_1	0.05	average	ANImf	712	SGB712
MAG00869	426_2	0.05	average	ANImf	426	SGB426
MAG00870	251_1	0.05	average	ANImf	251	SGB251
MAG00871	261_1	0.05	average	ANImf	261	SGB261
MAG00872	256_1	0.05	average	ANImf	256	SGB256
MAG00873	202_1	0.05	average	ANImf	202	SGB202
MAG00874	110_2	0.05	average	ANImf	110	SGB110
MAG00875	220_3	0.05	average	ANImf	220	SGB220
MAG00876	144_1	0.05	average	ANImf	144	SGB144
MAG00877	239_1	0.05	average	ANImf	239	SGB239
MAG00878	605_1	0.05	average	ANImf	605	SGB605
MAG00879	260_1	0.05	average	ANImf	260	SGB260
MAG00880	280_1	0.05	average	ANImf	280	SGB280
MAG00881	438_1	0.05	average	ANImf	438	SGB438
MAG00882	262_2	0.05	average	ANImf	262	SGB262
MAG00883	146_1	0.05	average	ANImf	146	SGB146
MAG00884	154_1	0.05	average	ANImf	154	SGB154
MAG00885	221_1	0.05	average	ANImf	221	SGB221
MAG00886	165_1	0.05	average	ANImf	165	SGB165
MAG00887	217_1	0.05	average	ANImf	217	SGB217
MAG00888	144_1	0.05	average	ANImf	144	SGB144
MAG00889	116_1	0.05	average	ANImf	116	SGB116
MAG00890	38_1	0.05	average	ANImf	38	SGB38
MAG00891	516_1	0.05	average	ANImf	516	SGB516
MAG00892	479_1	0.05	average	ANImf	479	SGB479
MAG00893	576_1	0.05	average	ANImf	576	SGB576
MAG00894	255_1	0.05	average	ANImf	255	SGB255
MAG00895	354_1	0.05	average	ANImf	354	SGB354
MAG00896	758_1	0.05	average	ANImf	758	SGB758
MAG00897	438_1	0.05	average	ANImf	438	SGB438
MAG00898	206_1	0.05	average	ANImf	206	SGB206
MAG00899	464_2	0.05	average	ANImf	464	SGB464
MAG00900	14_1	0.05	average	ANImf	14	SGB14
MAG00901	254_1	0.05	average	ANImf	254	SGB254
MAG00902	247_1	0.05	average	ANImf	247	SGB247
MAG00903	354_1	0.05	average	ANImf	354	SGB354
MAG00904	516_1	0.05	average	ANImf	516	SGB516
MAG00905	438_1	0.05	average	ANImf	438	SGB438
MAG00906	125_1	0.05	average	ANImf	125	SGB125
MAG00907	14_1	0.05	average	ANImf	14	SGB14
MAG00908	758_1	0.05	average	ANImf	758	SGB758
MAG00909	217_1	0.05	average	ANImf	217	SGB217
MAG00910	424_2	0.05	average	ANImf	424	SGB424
MAG00911	576_1	0.05	average	ANImf	576	SGB576
MAG00912	511_2	0.05	average	ANImf	511	SGB511
MAG00913	479_1	0.05	average	ANImf	479	SGB479
MAG00914	254_1	0.05	average	ANImf	254	SGB254
MAG00915	255_1	0.05	average	ANImf	255	SGB255
MAG00916	247_1	0.05	average	ANImf	247	SGB247
MAG00917	154_1	0.05	average	ANImf	154	SGB154
MAG00918	307_1	0.05	average	ANImf	307	SGB307
MAG00919	146_1	0.05	average	ANImf	146	SGB146
MAG00920	464_2	0.05	average	ANImf	464	SGB464
MAG00921	38_1	0.05	average	ANImf	38	SGB38
MAG00922	144_1	0.05	average	ANImf	144	SGB144
MAG00923	165_1	0.05	average	ANImf	165	SGB165
MAG00924	246_1	0.05	average	ANImf	246	SGB246
MAG00925	442_1	0.05	average	ANImf	442	SGB442
MAG00926	247_1	0.05	average	ANImf	247	SGB247
MAG00927	516_1	0.05	average	ANImf	516	SGB516
MAG00928	511_2	0.05	average	ANImf	511	SGB511
MAG00929	154_1	0.05	average	ANImf	154	SGB154
MAG00930	442_1	0.05	average	ANImf	442	SGB442
MAG00931	254_1	0.05	average	ANImf	254	SGB254
MAG00932	165_1	0.05	average	ANImf	165	SGB165
MAG00933	438_1	0.05	average	ANImf	438	SGB438
MAG00934	174_1	0.05	average	ANImf	174	SGB174
MAG00935	116_1	0.05	average	ANImf	116	SGB116
MAG00936	479_1	0.05	average	ANImf	479	SGB479
MAG00937	576_1	0.05	average	ANImf	576	SGB576
MAG00938	144_1	0.05	average	ANImf	144	SGB144
MAG00939	758_1	0.05	average	ANImf	758	SGB758
MAG00940	307_1	0.05	average	ANImf	307	SGB307
MAG00941	755_1	0.05	average	ANImf	755	SGB755
MAG00942	14_1	0.05	average	ANImf	14	SGB14
MAG00943	464_2	0.05	average	ANImf	464	SGB464
MAG00944	387_1	0.05	average	ANImf	387	SGB387
MAG00945	38_1	0.05	average	ANImf	38	SGB38
MAG00946	221_1	0.05	average	ANImf	221	SGB221
MAG00947	251_1	0.05	average	ANImf	251	SGB251
MAG00948	146_1	0.05	average	ANImf	146	SGB146
MAG00949	354_1	0.05	average	ANImf	354	SGB354
MAG00950	125_1	0.05	average	ANImf	125	SGB125
MAG00951	141_2	0.05	average	ANImf	141	SGB141
MAG00952	516_1	0.05	average	ANImf	516	SGB516
MAG00953	179_1	0.05	average	ANImf	179	SGB179
MAG00954	307_1	0.05	average	ANImf	307	SGB307
MAG00955	251_1	0.05	average	ANImf	251	SGB251
MAG00956	442_1	0.05	average	ANImf	442	SGB442
MAG00957	116_1	0.05	average	ANImf	116	SGB116
MAG00958	758_1	0.05	average	ANImf	758	SGB758
MAG00959	216_1	0.05	average	ANImf	216	SGB216
MAG00960	213_1	0.05	average	ANImf	213	SGB213
MAG00961	274_1	0.05	average	ANImf	274	SGB274
MAG00962	254_1	0.05	average	ANImf	254	SGB254
MAG00963	246_1	0.05	average	ANImf	246	SGB246
MAG00964	38_1	0.05	average	ANImf	38	SGB38
MAG00965	261_1	0.05	average	ANImf	261	SGB261
MAG00966	354_1	0.05	average	ANImf	354	SGB354
MAG00967	221_1	0.05	average	ANImf	221	SGB221
MAG00968	161_1	0.05	average	ANImf	161	SGB161
MAG00969	144_1	0.05	average	ANImf	144	SGB144
MAG00970	247_1	0.05	average	ANImf	247	SGB247
MAG00971	174_1	0.05	average	ANImf	174	SGB174
MAG00972	146_1	0.05	average	ANImf	146	SGB146
MAG00973	438_1	0.05	average	ANImf	438	SGB438
MAG00974	464_2	0.05	average	ANImf	464	SGB464
MAG00975	154_1	0.05	average	ANImf	154	SGB154
MAG00976	479_1	0.05	average	ANImf	479	SGB479
MAG00977	255_1	0.05	average	ANImf	255	SGB255
MAG00978	14_1	0.05	average	ANImf	14	SGB14
MAG00979	511_2	0.05	average	ANImf	511	SGB511
MAG00980	576_1	0.05	average	ANImf	576	SGB576
MAG00981	154_1	0.05	average	ANImf	154	SGB154
MAG00982	246_1	0.05	average	ANImf	246	SGB246
MAG00983	424_2	0.05	average	ANImf	424	SGB424
MAG00984	116_1	0.05	average	ANImf	116	SGB116
MAG00985	354_1	0.05	average	ANImf	354	SGB354
MAG00986	479_1	0.05	average	ANImf	479	SGB479
MAG00987	274_1	0.05	average	ANImf	274	SGB274
MAG00988	442_1	0.05	average	ANImf	442	SGB442
MAG00989	254_1	0.05	average	ANImf	254	SGB254
MAG00990	174_1	0.05	average	ANImf	174	SGB174
MAG00991	38_1	0.05	average	ANImf	38	SGB38
MAG00992	247_1	0.05	average	ANImf	247	SGB247
MAG00993	165_1	0.05	average	ANImf	165	SGB165
MAG00994	307_1	0.05	average	ANImf	307	SGB307
MAG00995	438_1	0.05	average	ANImf	438	SGB438
MAG00996	144_1	0.05	average	ANImf	144	SGB144
MAG00997	179_1	0.05	average	ANImf	179	SGB179
